Title,Genre,Artist,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
"Whenever, Wherever",latin,Shakira,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",Laundry Service,76.0,N,2001-11-13,0.794,0.832,-4.862,0.0407,0.237,1.14e-05,0.203,0.871,1.0,0.0,107.657,196160.0
Hotel Room Service,latin,Pitbull,6Rb0ptOEjBjPPQUlQtQGbL,Hotel Room Service,Pitbull Starring In Rebelution,71.0,N,2009-08-31,0.851,0.629,-8.385,0.175,0.00705,0.000372,0.0746,0.789,1.0,1.0,125.984,237640.0
Feliz Navidad,latin,José Feliciano,0oPdaY4dXtc3ZsaG17V972,Feliz Navidad,Feliz Navidad,57.0,N,2002-09-24,0.513,0.831,-9.004,0.0383,0.55,0.0,0.336,0.963,2.0,1.0,148.837,182067.0
Gasolina,latin,Daddy Yankee,228BxWXUYQPJrJYHDLOHkj,Gasolina,Barrio Fino (Bonus Track Version),81.0,N,2004-07-13,0.852,0.797,-6.543,0.0614,0.322,2.69e-06,0.0845,0.741,0.0,1.0,96.008,192600.0
La Isla Bonita,latin,Madonna,6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,True Blue,70.0,N,1986-06-30,0.724,0.822,-4.374,0.0333,0.304,1.38e-05,0.0553,0.964,1.0,0.0,99.9,242733.0
Señorita,latin,Shawn Mendes,0TK2YIli7K1leLovkQiNik,Señorita,Señorita,75.0,Y,2019-06-21,0.759,0.54,-6.039,0.0287,0.037,0.0,0.0945,0.75,9.0,0.0,116.947,190960.0
Livin' La Vida Loca,latin,Ricky Martin,0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,Ricky Martin,74.0,N,1999,0.425,0.954,-3.756,0.0476,0.00414,0.0,0.0555,0.933,1.0,0.0,178.043,243160.0
I Like It,latin,Cardi B,58q2HKrzhC3ozto2nDdN4z,I Like It,Invasion of Privacy,76.0,Y,2018-04-06,0.816,0.726,-3.998,0.129,0.099,0.0,0.372,0.65,5.0,0.0,136.048,253390.0
Danza Kuduro,latin,Don Omar,2a1o6ZejUi8U3wzzOtCOYw,Danza Kuduro,Meet The Orphans,80.0,Y,2010-01-01,0.4,0.915,-4.89,0.279,0.083,0.0,0.0503,0.871,0.0,1.0,89.006,198773.0
Hips Don't Lie,latin,Shakira,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",85.0,Y,2005-11-28,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,10.0,0.0,100.024,218093.0
Mambo No. 5 (A Little Bit Of...),latin,Lou Bega,6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),A Little Bit of Mambo,75.0,N,1999-07-19,0.622,0.807,-6.752,0.408,0.103,0.0,0.306,0.892,5.0,0.0,174.06,220293.0
Havana (feat. Young Thug),latin,Camila Cabello,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila,80.0,Y,2018-01-12,0.765,0.523,-4.333,0.03,0.184,3.56e-05,0.132,0.394,2.0,1.0,104.988,217307.0
Chan Chan,latin,Buena Vista Social Club,3bxZhauuIU4ubctdRZwPYW,Chan Chan,Buena Vista Social Club,68.0,N,1997-06-23,0.529,0.421,-14.15,0.0341,0.847,0.00699,0.118,0.694,2.0,0.0,82.923,258693.0
Bongo Bong,latin,Manu Chao,00SmB7n85SKROGjybsyq5i,Bongo Bong,Clandestino,69.0,N,1998-10-06,0.755,0.545,-10.027,0.0646,0.944,0.000118,0.144,0.964,9.0,0.0,149.807,158427.0
Can't Remember to Forget You (feat. Rihanna),latin,Shakira,2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),Shakira. (Expanded Edition),66.0,Y,2014-03-14,0.694,0.81,-3.556,0.0661,0.122,0.0,0.141,0.824,11.0,0.0,137.968,206867.0
ANTIFRAGILE,latin,LE SSERAFIM,4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,ANTIFRAGILE,67.0,N,2022-10-17,0.882,0.797,-3.299,0.0819,0.0821,0.0,0.113,0.824,10.0,0.0,105.025,184444.0
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",latin,Pitbull,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),Planet Pit (Deluxe Version),85.0,Y,2011-06-17,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,8.0,1.0,129.024,252307.0
Tití Me Preguntó,latin,Bad Bunny,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Un Verano Sin Ti,80.0,N,2022-05-06,0.65,0.715,-5.198,0.253,0.0993,0.000291,0.126,0.187,5.0,0.0,106.672,243717.0
The Girl From Ipanema,latin,Stan Getz,7znjbX9XdoQayIrVNdd50Z,The Girl From Ipanema,Getz/Gilberto - Expanded Edition,67.0,N,1964-03-01,0.654,0.147,-17.844,0.039,0.867,0.000923,0.0986,0.472,10.0,0.0,130.359,320253.0
Me Porto Bonito,latin,Bad Bunny,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Un Verano Sin Ti,82.0,Y,2022-05-06,0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,1.0,0.0,92.005,178567.0
DESPECHÁ,latin,Rosalía,53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,MOTOMAMI +,78.0,N,2022-09-09,0.914,0.622,-6.538,0.0892,0.146,1.68e-05,0.0632,0.77,7.0,1.0,130.04,156788.0
BIZCOCHITO,latin,Rosalía,4kXxEhuatrvwrTQycA7s9B,BIZCOCHITO,MOTOMAMI,64.0,N,2022-03-18,0.93,0.774,-4.203,0.0744,0.605,0.0238,0.12,0.781,1.0,1.0,116.972,109120.0
Mi Gente,latin,J Balvin,4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,Mi Gente,66.0,Y,2017-06-30,0.774,0.687,-4.818,0.0584,0.0179,1.17e-05,0.128,0.308,11.0,0.0,104.959,189440.0
La Camisa Negra,latin,Juanes,2EM9zpAc7PVeoAydmbfVIL,La Camisa Negra,Mi Sangre,71.0,N,2004-01-01,0.751,0.731,-4.419,0.0308,0.0838,0.0,0.0556,0.973,6.0,0.0,97.007,216707.0
Saoko,latin,Rosalía,2FYGZDfsAnNsrm1gVbyKnG,SAOKO,MOTOMAMI,63.0,N,2022-03-18,0.827,0.768,-5.702,0.265,0.79,2.45e-05,0.497,0.734,0.0,1.0,99.988,137533.0
Love Don't Cost a Thing,latin,Jennifer Lopez,1fgvJXlcZ7uIddMpqsqw0L,Love Don't Cost a Thing,J.Lo,65.0,N,2001-01-23,0.786,0.842,-5.115,0.0707,0.00305,3.54e-06,0.473,0.685,4.0,0.0,97.577,221227.0
Let's Get Loud,latin,Jennifer Lopez,42nSaPdT6g3ZIMHmKLlP2p,Let's Get Loud,On The 6,67.0,N,1999-06-01,0.82,0.937,-4.81,0.0549,0.135,0.000122,0.35,0.906,5.0,0.0,130.992,239400.0
Black Magic Woman,latin,Santana,4nmne9J3YCEdhvjTzwiAgu,Black Magic Woman,Ultimate Santana,59.0,N,2007-09-25,0.497,0.552,-7.102,0.0307,0.679,0.0314,0.089,0.633,9.0,0.0,124.359,195867.0
Me gustas tú,latin,Manu Chao,6b37xrsNCWYIUphFBazqD6,Me Gustas Tu,Próxima Estación: Esperanza,79.0,N,2001-06-01,0.657,0.741,-6.822,0.0825,0.663,0.494,0.222,0.908,11.0,0.0,175.949,239987.0
I Like It,latin,Enrique Iglesias,4nVyHATevhl5RC6Qmoko5H,I Like It,Euphoria (Standard US/Latin version),64.0,Y,2010-01-01,0.646,0.94,-2.856,0.0838,0.0209,0.0,0.0691,0.704,10.0,0.0,129.011,231787.0
Oye Como Va,latin,Santana,5u6y4u5EgDv0peILf60H5t,Oye Como Va,Abraxas,65.0,N,1970-09-23,0.736,0.379,-13.208,0.0539,0.301,0.345,0.104,0.948,7.0,1.0,128.399,256933.0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),latin,amaarae,09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),72.0,Y,2021-09-16,0.87,0.523,-8.052,0.0602,0.433,2.07e-05,0.113,0.319,1.0,0.0,110.02,204764.0
Me Gustas Tu,latin,Manu Chao,6b37xrsNCWYIUphFBazqD6,Me Gustas Tu,Próxima Estación: Esperanza,79.0,N,2001-06-01,0.657,0.741,-6.822,0.0825,0.663,0.494,0.222,0.908,11.0,0.0,175.949,239987.0
DÁKITI,latin,Bad Bunny,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,76.0,Y,2020-11-27,0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,4.0,0.0,109.928,205090.0
If You Had My Love,latin,Jennifer Lopez,3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,On The 6,62.0,N,1999-06-01,0.68,0.625,-7.0,0.0353,0.0645,5.81e-05,0.109,0.814,11.0,0.0,94.02,266000.0
Despacito,latin,Luis Fonsi,6habFhsOp2NvshLv26DqMb,Despacito,VIDA,78.0,Y,2019-02-01,0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,2.0,1.0,177.928,229360.0
Naked,latin,Doja Cat,0CsR9Y9SnC6ZWmekmVqSHz,Naked,Planet Her,58.0,N,2021-06-25,0.733,0.862,-5.736,0.197,0.374,0.00247,0.131,0.536,7.0,1.0,111.076,223560.0
Looking at Me,latin,Sabrina Carpenter,59tskctgqUmjCWAwhzYAFm,Looking at Me,Singular Act II,77.0,N,2019-07-19,0.681,0.798,-4.367,0.0375,0.00398,5.11e-06,0.0542,0.516,2.0,1.0,105.99,181120.0
Despacito - Remix,latin,Luis Fonsi,6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),69.0,Y,2017-04-17,0.653,0.816,-4.353,0.167,0.228,0.0,0.0967,0.816,2.0,1.0,178.085,228827.0
Waiting for Tonight,latin,Jennifer Lopez,5yaCquc7koPqtgj7v0lwHX,Waiting for Tonight,On The 6,62.0,N,1999-06-01,0.695,0.945,-6.165,0.0418,0.00341,0.0727,0.103,0.84,10.0,0.0,125.013,246427.0
Hero,latin,Enrique Iglesias,24Gxm7Eh7tO83E26LG0CsY,Hero,Escape,56.0,N,2001-01-01,0.568,0.652,-5.616,0.0399,0.145,1.08e-05,0.107,0.146,7.0,1.0,151.975,264600.0
Clandestino,latin,Manu Chao,51R2M1JgyFfRS3e6v5wCt3,Clandestino,Clandestino,65.0,N,1998-10-06,0.68,0.594,-6.417,0.0688,0.469,0.0,0.431,0.774,6.0,0.0,85.04,149173.0
Filter,latin,BTS,4bZZVcgWWMWPBwzTTp642w,Filter,MAP OF THE SOUL : 7,68.0,N,2020-02-21,0.779,0.762,-5.188,0.0631,0.0224,0.0,0.121,0.859,10.0,0.0,110.043,180221.0
International Love (feat. Chris Brown),latin,Pitbull,62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),Planet Pit (Deluxe Version),76.0,Y,2011-06-17,0.67,0.855,-3.035,0.0499,0.0124,0.0,0.335,0.648,0.0,0.0,120.05,227280.0
Mercury,latin,Steve Lacy,6uVZddXkgQIArp8myEHs4x,Mercury,Gemini Rights,62.0,N,2022-07-15,0.699,0.75,-6.481,0.0542,0.543,0.0137,0.333,0.887,9.0,0.0,151.035,295413.0
Smooth,latin,Santana,0n2SEXB2qoRQg171q7XqeW,Smooth (feat. Rob Thomas),Supernatural (Remastered),68.0,Y,1999-06-15,0.609,0.923,-3.908,0.0338,0.16,4.73e-06,0.295,0.961,9.0,1.0,115.996,294987.0
We Don't Talk About Bruno,latin,Carolina Gaitán - La Gaita,0jaLOwUrnZjmFPaHEmeQQP,"We Don't Talk About Bruno - From ""Encanto""/Soundtrack Version","Disney Summer Songs , Vol. 2",31.0,Y,2023-09-25,0.578,0.449,-8.515,0.0845,0.365,0.0,0.11,0.827,0.0,0.0,205.858,216120.0
Underneath Your Clothes,latin,Shakira,15f8Cv8RXUlOOCIf2oaceN,Underneath Your Clothes,Laundry Service,59.0,N,2001-11-13,0.616,0.597,-5.328,0.0415,0.691,0.0,0.104,0.362,8.0,1.0,165.508,224067.0
Misery Business,punk,Paramore,6SpLc7EXZIPpy0sVko0aoU,Misery Business,Riot!,74.0,N,2007-06-11,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,1.0,1.0,172.977,211520.0
All the Small Things,punk,blink-182,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,Enema Of The State,81.0,N,1999-06-01,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.685,0.0,1.0,148.708,167067.0
Basket Case,punk,Green Day,6L89mwZXSOwYl76YXfX13s,Basket Case,Dookie,82.0,N,1994-02-01,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,3.0,1.0,85.064,181533.0
American Idiot,punk,Green Day,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,American Idiot,81.0,N,2004-09-21,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,1.0,1.0,186.113,176346.0
Boulevard of Broken Dreams,punk,Green Day,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,71.0,N,2017-11-17,0.496,0.682,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,8.0,1.0,167.06,262333.0
I Write Sins Not Tragedies,punk,Panic! at the Disco,4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,71.0,N,2005-09-27,0.569,0.83,-4.106,0.14,0.0807,0.0,0.114,0.609,9.0,0.0,170.094,186635.0
Teenagers,punk,My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,Teenagers,The Black Parade,80.0,N,2006-10-23,0.463,0.857,-3.063,0.0632,0.0506,0.0,0.184,0.856,4.0,1.0,111.647,161920.0
I MISS YOU,punk,blink-182,1oTo3ijRbaDAtrjJrGAPSw,I Miss You,blink-182,76.0,N,2003-01-01,0.655,0.781,-6.547,0.034,0.00103,5.33e-06,0.0867,0.584,11.0,1.0,110.024,227240.0
The Middle,punk,Jimmy Eat World,6GG73Jik4jUlQCkKg9JuGO,The Middle,Bleed American,80.0,N,2001-07-17,0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,2.0,1.0,162.152,165853.0
Wake Me Up When September Ends,punk,Green Day,3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,American Idiot,78.0,N,2004-09-21,0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,7.0,1.0,104.98,285653.0
Welcome to the Black Parade,punk,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,The Black Parade,76.0,N,2006-10-23,0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,2.0,1.0,96.95,311107.0
Complicated,punk,Avril Lavigne,5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Let Go,82.0,N,2002-06-04,0.585,0.776,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,5.0,1.0,77.987,244507.0
The Kids Aren't Alright,punk,The Offspring,4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,Americana,80.0,N,1998-11-16,0.523,0.943,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.766,1.0,1.0,99.607,180160.0
What's My Age Again?,punk,blink-182,4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,Enema Of The State,79.0,N,1999-06-01,0.391,0.951,-7.419,0.0688,0.012,0.000446,0.0878,0.468,6.0,1.0,157.663,148360.0
"Dance, Dance",punk,Fall Out Boy,0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",From Under The Cork Tree,75.0,N,2005-05-03,0.621,0.961,-3.198,0.154,0.00523,0.0,0.0854,0.449,11.0,0.0,114.451,180267.0
Good Riddance (Time of Your Life),punk,Green Day,6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),Nimrod,82.0,N,1997-10-14,0.475,0.432,-7.844,0.0302,0.183,0.0,0.161,0.648,7.0,1.0,94.605,153467.0
good 4 u,punk,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,good 4 u,SOUR,82.0,N,2021-05-21,0.563,0.664,-5.044,0.154,0.335,0.0,0.0849,0.688,9.0,1.0,166.928,178147.0
Helena,punk,My Chemical Romance,5dTHtzHFPyi8TlTtzoz1J9,Helena,Three Cheers for Sweet Revenge,77.0,N,2004-06-08,0.356,0.96,-3.487,0.104,0.0142,0.0,0.209,0.0857,4.0,1.0,125.921,204733.0
When I Come Around,punk,Green Day,1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,Dookie,77.0,N,1994-02-01,0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,11.0,1.0,97.546,178000.0
Thnks fr th Mmrs,punk,Fall Out Boy,3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,Infinity On High,78.0,N,2007-01-01,0.46,0.892,-5.046,0.0619,0.0051,0.0,0.106,0.59,10.0,0.0,154.844,203507.0
Santeria,punk,Sublime,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,78.0,N,1996-07-30,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,1.0,0.0,90.807,182747.0
Girlfriend,punk,Avril Lavigne,45hOioMDJktr86iKDHC8gr,Girlfriend,The Best Damn Thing (Expanded Edition),75.0,N,2007-04-17,0.56,0.959,-2.433,0.102,0.000722,0.000221,0.209,0.669,7.0,1.0,163.983,216600.0
Holiday,punk,Green Day,4VgEM12OeaN3GyBV487Me7,Holiday,Greatest Hits: God's Favorite Band,62.0,N,2017-11-17,0.552,0.89,-3.409,0.0342,0.000143,0.0,0.888,0.716,8.0,1.0,146.525,232680.0
Here Comes Your Man,punk,Pixies,4IvZLDtwBHmBmwgDIUbuwa,Here Comes Your Man,Doolittle,70.0,N,1989-04-17,0.669,0.795,-10.865,0.0285,0.00772,0.0781,0.401,0.882,2.0,1.0,124.594,201187.0
Sk8er Boi,punk,Avril Lavigne,00Mb3DuaIH1kjrwOku9CGU,Sk8er Boi,Let Go,77.0,N,2002-06-04,0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.358,0.484,0.0,1.0,149.937,204000.0
"Sugar, We're Goin Down",punk,Fall Out Boy,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",From Under The Cork Tree,76.0,N,2005-05-03,0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,7.0,1.0,162.011,229093.0
I'm Not Okay (I Promise),punk,My Chemical Romance,7lRlq939cDG4SzWOF4VAnd,I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,76.0,N,2004-06-08,0.21,0.94,-3.427,0.123,0.00602,0.0,0.269,0.255,9.0,1.0,179.722,186480.0
Pretty Fly (For a White Guy),punk,The Offspring,3SFXsFpeGmBTtQvKiwYMDA,Pretty Fly (For A White Guy),Americana,76.0,N,1998-11-16,0.723,0.895,-3.707,0.102,0.088,0.0,0.0717,0.963,11.0,0.0,143.373,188667.0
Call Me,punk,Blondie,7HKxTNVlkHsfMLhigmhC0I,Call Me,Call Me,69.0,N,2004-01-01,0.553,0.833,-6.667,0.0347,0.000646,0.00246,0.0737,0.773,2.0,0.0,142.663,212227.0
That's What You Get,punk,Paramore,1JdKrFyoU05abww0Zv0ayQ,That's What You Get,Riot!,64.0,N,2007-06-11,0.528,0.831,-3.607,0.0429,9.43e-05,0.0,0.141,0.632,8.0,1.0,131.094,220480.0
Self Esteem,punk,The Offspring,1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,Smash,76.0,N,1994-04-08,0.488,0.862,-7.595,0.0476,0.0204,0.0,0.359,0.706,0.0,1.0,104.56,257827.0
crushcrushcrush,punk,Paramore,3VA4sjTMSTTF02hFGmlpJh,crushcrushcrush,Riot!,63.0,N,2007-06-11,0.631,0.793,-4.086,0.0468,0.000218,5.65e-05,0.0976,0.648,1.0,0.0,136.96,189373.0
Just a Girl,punk,No Doubt,5lWRaa0fBxDE5yU91npPq7,Just A Girl,Tragic Kingdom,73.0,N,1995-10-10,0.638,0.906,-4.824,0.0504,0.0662,6.88e-05,0.142,0.767,2.0,1.0,107.991,209200.0
"You're Gonna Go Far, Kid",punk,The Offspring,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",81.0,N,2008-06-17,0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,0.0,1.0,126.115,177827.0
In Too Deep,punk,Sum 41,1HNE2PX70ztbEl6MLxrpNL,In Too Deep,"All Killer, No Filler",75.0,N,2001-01-01,0.569,0.843,-5.875,0.0503,0.000189,0.0,0.0607,0.76,9.0,1.0,116.045,207093.0
Fat Lip,punk,Sum 41,4KacUpvbA3Mfo05gttTjhN,Fat Lip,"All Killer, No Filler",72.0,N,2001-01-01,0.403,0.914,-5.215,0.142,0.000579,0.0,0.065,0.626,9.0,1.0,196.482,178267.0
FIRST DATE,punk,blink-182,1fJFuvU2ldmeAm5nFIHcPP,First Date,Take Off Your Pants And Jacket,75.0,N,2001,0.579,0.928,-4.344,0.0411,0.000715,0.0,0.18,0.882,0.0,1.0,95.594,171533.0
Gives You Hell,punk,The All-American Rejects,6ihL9TjfRjadfEePzXXyVF,Gives You Hell,When The World Comes Down,70.0,N,2008-01-01,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,4.0,1.0,100.008,213107.0
Dirty Little Secret,punk,The All-American Rejects,5lDriBxJd22IhOH9zTcFrV,Dirty Little Secret,Move Along,71.0,N,2005-01-01,0.465,0.954,-4.251,0.044,0.000346,5.38e-06,0.573,0.458,10.0,1.0,143.85,193653.0
Sabotage,punk,Beastie Boys,0Puj4YlTm6xNzDDADXHMI9,Sabotage,Ill Communication,71.0,N,1994-05-23,0.324,0.938,-7.332,0.102,0.032,0.0321,0.0961,0.543,6.0,0.0,168.131,178440.0
Adam's Song,punk,blink-182,6xpDh0dXrkVp0Po1qrHUd8,Adam's Song,Enema Of The State,72.0,N,1999-06-01,0.52,0.775,-5.803,0.0348,0.034,0.0,0.364,0.383,0.0,1.0,136.02,249627.0
The Passenger,punk,Iggy Pop,15BQ7vEDv2LJuh8TxWIhtd,The Passenger,Lust For Life,70.0,N,1977-08-29,0.498,0.889,-5.413,0.0544,0.0937,1.62e-06,0.734,0.696,0.0,1.0,134.882,283360.0
vampire,punk,Olivia Rodrigo,1kuGVB7EU95pJObxwvfwKS,vampire,GUTS,84.0,N,2023-09-08,0.484,0.53,-5.821,0.0538,0.154,0.0,0.263,0.323,5.0,1.0,136.848,219724.0
Teenage Dirtbag,punk,Wheatus,25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,Wheatus,76.0,N,1999-02-15,0.625,0.85,-3.904,0.0495,0.346,0.000233,0.174,0.633,4.0,1.0,94.661,241667.0
Hey,punk,Pixies,0p5eZCY0R7uNCZS1YDtIYI,Hey,Doolittle,65.0,N,1989-04-17,0.59,0.372,-12.37,0.0318,0.00105,0.00929,0.316,0.306,7.0,1.0,99.887,210907.0
Should I Stay or Should I Go - Remastered,punk,The Clash,39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,Combat Rock (Remastered),81.0,N,1982,0.743,0.836,-6.465,0.116,0.0804,0.0,0.384,0.82,2.0,1.0,113.375,188987.0
Smooth Criminal,punk,Alien Ant Farm,5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,Anthology,73.0,N,2001-01-01,0.653,0.964,-4.26,0.0578,0.00316,0.0051,0.144,0.872,9.0,0.0,126.928,209267.0
"jealousy, jealousy",punk,Olivia Rodrigo,0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",SOUR,81.0,N,2021-05-21,0.695,0.575,-6.334,0.116,0.198,0.0,0.0614,0.699,10.0,0.0,163.929,173160.0
21 Guns,punk,Green Day,64yrDBpcdwEdNY9loyEGbX,21 Guns,21st Century Breakdown,74.0,N,2009-05-15,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,0.416,5.0,1.0,159.779,321093.0
What I Got,punk,Sublime,3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,75.0,N,1996-07-30,0.804,0.696,-7.47,0.0899,0.00877,0.000985,0.314,0.657,7.0,1.0,95.721,170907.0
Billie Jean,disco,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Thriller 25 Super Deluxe Edition,77.0,N,2008-02-08,0.92,0.654,-3.051,0.0401,0.0236,0.0153,0.036,0.847,11.0,0.0,117.046,293827.0
The Less I Know the Better,disco,Tame Impala,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Currents,84.0,N,2015-07-17,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,4.0,1.0,116.879,216320.0
Dancing Queen,disco,ABBA,0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,Arrival,83.0,N,1976,0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,9.0,1.0,100.804,230400.0
Thriller,disco,Michael Jackson,3S2R0EVwBSAVMd5UMgKTL0,Thriller,Thriller 25 Super Deluxe Edition,70.0,N,2008-02-08,0.773,0.859,-4.913,0.0747,0.0855,0.000187,0.914,0.813,11.0,1.0,118.459,357267.0
September,disco,"Earth, Wind & Fire",2grjqo0Frpf2okIBiifQKs,September,"The Best Of Earth, Wind & Fire Vol. 1",74.0,N,1978-11-23,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269,0.979,9.0,1.0,125.926,215093.0
Can't Feel My Face,disco,The Weeknd,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,Beauty Behind The Madness,81.0,N,2015-08-28,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,9.0,0.0,107.949,213520.0
I Want You Back,disco,The Jackson 5,5LxvwujISqiB8vpRYv887S,I Want You Back,Diana Ross Presents The Jackson 5,75.0,N,1969-12-18,0.469,0.538,-13.559,0.0575,0.305,0.000114,0.37,0.885,8.0,1.0,196.606,176333.0
Save Your Tears,disco,The Weeknd,5QO79kh1waicV47BqGRL3g,Save Your Tears,After Hours,84.0,N,2020-03-20,0.679,0.825,-5.487,0.0309,0.0212,1.21e-05,0.543,0.644,0.0,1.0,118.049,215627.0
Kiss Me More (feat. SZA),disco,Doja Cat,748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),72.0,Y,2021-04-09,0.762,0.701,-3.541,0.0286,0.235,0.000158,0.123,0.742,8.0,1.0,110.968,208867.0
espresso,disco,Sabrina Carpenter,2qSkIjg1o9h3YT9RAgYN75,Espresso,Espresso,95.0,N,2024-04-12,0.701,0.76,-5.478,0.0285,0.107,6.54e-05,0.185,0.69,0.0,1.0,103.969,175459.0
Borderline,disco,Tame Impala,5hM5arv9KDbCHS0k9uqwjr,Borderline,The Slow Rush,80.0,N,2020-02-14,0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,5.0,0.0,97.96,237800.0
I Was Made for Lovin' You,disco,Kiss,07q0QVgO56EorrSGHC48y3,I Was Made For Lovin' You,Dynasty,81.0,N,1979-03-23,0.768,0.852,-6.215,0.038,0.214,7.36e-05,0.0723,0.867,4.0,1.0,128.373,271240.0
